# Step	Measurement
1	1.079870e+02
2	1.076608e+02
3	1.073416e+02
4	1.069781e+02
5	1.067092e+02
6	1.064538e+02
7	1.062768e+02
8	1.060888e+02
9	1.060604e+02
10	1.061035e+02
11	1.062168e+02
12	1.064043e+02
13	1.066094e+02
14	1.067950e+02
15	1.069292e+02
16	1.068702e+02
17	1.069016e+02
18	1.069290e+02
19	1.069560e+02
20	1.069504e+02
21	1.067877e+02
22	1.066232e+02
23	1.064267e+02
24	1.060790e+02
25	1.056904e+02
26	1.052729e+02
27	1.048110e+02
28	1.044602e+02
29	1.041783e+02
30	1.038740e+02
31	1.036445e+02
32	1.035043e+02
33	1.033340e+02
34	1.032202e+02
35	1.031585e+02
36	1.031253e+02
37	1.033155e+02
38	1.036255e+02
39	1.040725e+02
40	1.045478e+02
41	1.051335e+02
42	1.057093e+02
43	1.063136e+02
44	1.069756e+02
45	1.077557e+02
46	1.085637e+02
47	1.092130e+02
48	1.098424e+02
49	1.105057e+02
50	1.111280e+02
51	1.115933e+02
52	1.118868e+02
53	1.120544e+02
54	1.120095e+02
55	1.119598e+02
56	1.117777e+02
57	1.115408e+02
58	1.112224e+02
59	1.108767e+02
60	1.104119e+02
61	1.099539e+02
62	1.094509e+02
63	1.089734e+02
64	1.084986e+02
65	1.079964e+02
66	1.074429e+02
67	1.068196e+02
68	1.062564e+02
69	1.056334e+02
70	1.050318e+02
71	1.045204e+02
72	1.040995e+02
73	1.037668e+02
74	1.035537e+02
75	1.035362e+02
76	1.035775e+02
77	1.036507e+02
78	1.038338e+02
79	1.040419e+02
80	1.042805e+02
81	1.045265e+02
82	1.048479e+02
83	1.051014e+02
84	1.054224e+02
85	1.057607e+02
86	1.061049e+02
87	1.064047e+02
88	1.065276e+02
89	1.065647e+02
90	1.066240e+02
91	1.066089e+02
92	1.065294e+02
93	1.065159e+02
94	1.064811e+02
95	1.064878e+02
96	1.064555e+02
97	1.063869e+02
98	1.062827e+02
99	1.062610e+02
100	1.061596e+02
101	1.060465e+02
102	1.059808e+02
103	1.058980e+02
