# Step	Measurement
1	1.075091e+02
2	1.067335e+02
3	1.059633e+02
4	1.051743e+02
5	1.044021e+02
6	1.036381e+02
7	1.029651e+02
8	1.023789e+02
9	1.018987e+02
10	1.015946e+02
11	1.015289e+02
12	1.016862e+02
13	1.019477e+02
14	1.021929e+02
15	1.026328e+02
16	1.032668e+02
17	1.039223e+02
18	1.046024e+02
19	1.054387e+02
20	1.062962e+02
21	1.071255e+02
22	1.079466e+02
23	1.086514e+02
24	1.094283e+02
25	1.101935e+02
26	1.109553e+02
27	1.116168e+02
28	1.122358e+02
29	1.127401e+02
30	1.131772e+02
31	1.134911e+02
32	1.137844e+02
33	1.140394e+02
34	1.141947e+02
35	1.142106e+02
36	1.141589e+02
37	1.139973e+02
38	1.138543e+02
39	1.136726e+02
40	1.134319e+02
41	1.130733e+02
42	1.127164e+02
43	1.123074e+02
44	1.119035e+02
45	1.114173e+02
46	1.109555e+02
47	1.105167e+02
48	1.100431e+02
49	1.096093e+02
50	1.091584e+02
51	1.088675e+02
52	1.084585e+02
53	1.080423e+02
54	1.076357e+02
55	1.072056e+02
56	1.068086e+02
57	1.064555e+02
58	1.061807e+02
59	1.060184e+02
60	1.058848e+02
61	1.056956e+02
62	1.054230e+02
63	1.051372e+02
64	1.049270e+02
65	1.048098e+02
66	1.048327e+02
67	1.049966e+02
68	1.052580e+02
69	1.055396e+02
70	1.058891e+02
71	1.061974e+02
72	1.065292e+02
73	1.069064e+02
74	1.073876e+02
75	1.079456e+02
76	1.086064e+02
77	1.091721e+02
78	1.098126e+02
79	1.104367e+02
80	1.109840e+02
81	1.115420e+02
82	1.120048e+02
83	1.124282e+02
84	1.126931e+02
85	1.128258e+02
86	1.127918e+02
87	1.126589e+02
88	1.124015e+02
89	1.120293e+02
90	1.115881e+02
91	1.111446e+02
92	1.106429e+02
93	1.101724e+02
94	1.097005e+02
95	1.091241e+02
96	1.086084e+02
97	1.080832e+02
98	1.075670e+02
99	1.071570e+02
100	1.068070e+02
101	1.064799e+02
102	1.061978e+02
103	1.058850e+02
104	1.056980e+02
105	1.057515e+02
106	1.058735e+02
107	1.060335e+02
108	1.063863e+02
109	1.068215e+02
110	1.072184e+02
111	1.075402e+02
112	1.079217e+02
113	1.082695e+02
114	1.086279e+02
115	1.090109e+02
116	1.094391e+02
117	1.098178e+02
118	1.100836e+02
119	1.103852e+02
120	1.106674e+02
121	1.109419e+02
122	1.111128e+02
123	1.112744e+02
124	1.113974e+02
125	1.115127e+02
126	1.115395e+02
127	1.114109e+02
128	1.112502e+02
129	1.109557e+02
130	1.104116e+02
131	1.097141e+02
132	1.089131e+02
133	1.079373e+02
134	1.069730e+02
135	1.060169e+02
136	1.051581e+02
137	1.044975e+02
138	1.039951e+02
139	1.035325e+02
140	1.030575e+02
141	1.026145e+02
142	1.022037e+02
143	1.018979e+02
144	1.017916e+02
145	1.017686e+02
146	1.018574e+02
147	1.020325e+02
148	1.023020e+02
149	1.026718e+02
150	1.030466e+02
151	1.035253e+02
152	1.040541e+02
153	1.045294e+02
154	1.049874e+02
155	1.055648e+02
156	1.061994e+02
157	1.069648e+02
158	1.076709e+02
159	1.083149e+02
160	1.089812e+02
161	1.096294e+02
162	1.102315e+02
163	1.107850e+02
164	1.112243e+02
165	1.116779e+02
166	1.120932e+02
167	1.124006e+02
168	1.126243e+02
169	1.127912e+02
170	1.128075e+02
171	1.126204e+02
172	1.121431e+02
173	1.115692e+02
174	1.109239e+02
175	1.102414e+02
176	1.094268e+02
177	1.085141e+02
178	1.077689e+02
179	1.071295e+02
180	1.065884e+02
181	1.060781e+02
182	1.056691e+02
183	1.053502e+02
184	1.049906e+02
185	1.048143e+02
186	1.046821e+02
187	1.045989e+02
188	1.045615e+02
189	1.045577e+02
190	1.045922e+02
191	1.046524e+02
192	1.046014e+02
193	1.045316e+02
194	1.044855e+02
195	1.044683e+02
196	1.045142e+02
197	1.046010e+02
198	1.047104e+02
199	1.048035e+02
200	1.050041e+02
201	1.052981e+02
202	1.055783e+02
203	1.059208e+02
204	1.062033e+02
205	1.065786e+02
206	1.070769e+02
207	1.074977e+02
208	1.079553e+02
209	1.084309e+02
210	1.088450e+02
211	1.092274e+02
212	1.095931e+02
213	1.099466e+02
214	1.102581e+02
215	1.103629e+02
216	1.102431e+02
217	1.100168e+02
218	1.097422e+02
219	1.094485e+02
220	1.091532e+02
221	1.089896e+02
222	1.087713e+02
223	1.085353e+02
224	1.082971e+02
225	1.080708e+02
226	1.079338e+02
227	1.077596e+02
228	1.075142e+02
229	1.073079e+02
230	1.071111e+02
231	1.069690e+02
232	1.068101e+02
233	1.066335e+02
234	1.064033e+02
235	1.061231e+02
236	1.058319e+02
237	1.055832e+02
238	1.053091e+02
239	1.050203e+02
240	1.048391e+02
241	1.047718e+02
242	1.048035e+02
243	1.048623e+02
244	1.048398e+02
245	1.048238e+02
246	1.048528e+02
247	1.050529e+02
248	1.052422e+02
249	1.055430e+02
250	1.058586e+02
251	1.062322e+02
252	1.067044e+02
253	1.071778e+02
254	1.076732e+02
255	1.081750e+02
256	1.086004e+02
257	1.090389e+02
258	1.094111e+02
259	1.097662e+02
260	1.101125e+02
261	1.104462e+02
262	1.107273e+02
263	1.109868e+02
264	1.112659e+02
265	1.115325e+02
266	1.117688e+02
267	1.120053e+02
268	1.122168e+02
269	1.125104e+02
270	1.127271e+02
271	1.128091e+02
272	1.127720e+02
273	1.127054e+02
274	1.123835e+02
275	1.119950e+02
276	1.113991e+02
277	1.105849e+02
278	1.096154e+02
279	1.085450e+02
280	1.075136e+02
281	1.064328e+02
282	1.053593e+02
283	1.043257e+02
284	1.034362e+02
285	1.027015e+02
286	1.020549e+02
287	1.015741e+02
288	1.011721e+02
289	1.008953e+02
290	1.006140e+02
291	1.003862e+02
292	1.003307e+02
293	1.003930e+02
294	1.005834e+02
295	1.008381e+02
296	1.011874e+02
297	1.017279e+02
298	1.023261e+02
299	1.029911e+02
300	1.037061e+02
301	1.044461e+02
302	1.051155e+02
303	1.057979e+02
304	1.063755e+02
305	1.069186e+02
306	1.073425e+02
307	1.076082e+02
308	1.079184e+02
309	1.082337e+02
310	1.085347e+02
311	1.087811e+02
312	1.089490e+02
313	1.092227e+02
314	1.094768e+02
315	1.097309e+02
316	1.099491e+02
317	1.101768e+02
318	1.103690e+02
319	1.105811e+02
320	1.109195e+02
321	1.111015e+02
322	1.111209e+02
323	1.111030e+02
324	1.108382e+02
325	1.103995e+02
326	1.097925e+02
327	1.091866e+02
328	1.085507e+02
329	1.079466e+02
330	1.073014e+02
331	1.066396e+02
332	1.060152e+02
333	1.055138e+02
334	1.051036e+02
335	1.047540e+02
336	1.044241e+02
337	1.041645e+02
338	1.038836e+02
339	1.036741e+02
340	1.034481e+02
341	1.032234e+02
342	1.029841e+02
343	1.028400e+02
344	1.026923e+02
345	1.026435e+02
346	1.026364e+02
347	1.027192e+02
348	1.029505e+02
349	1.032962e+02
350	1.037248e+02
351	1.041862e+02
352	1.045616e+02
353	1.049448e+02
354	1.053114e+02
355	1.058190e+02
356	1.063370e+02
357	1.068534e+02
358	1.075006e+02
359	1.081557e+02
360	1.088322e+02
361	1.096548e+02
362	1.103579e+02
363	1.110964e+02
364	1.117738e+02
365	1.124148e+02
366	1.129050e+02
367	1.131921e+02
368	1.134391e+02
369	1.134931e+02
370	1.134931e+02
371	1.131986e+02
372	1.128240e+02
373	1.123029e+02
374	1.117416e+02
375	1.111091e+02
376	1.103975e+02
377	1.097192e+02
378	1.090378e+02
379	1.084375e+02
380	1.078739e+02
381	1.074205e+02
382	1.070372e+02
383	1.066092e+02
384	1.062321e+02
385	1.058569e+02
386	1.054726e+02
387	1.051474e+02
388	1.048670e+02
389	1.046817e+02
390	1.044681e+02
391	1.044365e+02
392	1.044632e+02
393	1.046336e+02
394	1.050387e+02
395	1.053933e+02
396	1.058202e+02
397	1.062053e+02
398	1.065255e+02
399	1.069505e+02
400	1.073277e+02
401	1.077917e+02
402	1.082613e+02
403	1.087742e+02
404	1.093279e+02
405	1.098100e+02
406	1.102199e+02
407	1.106516e+02
408	1.110287e+02
409	1.112463e+02
410	1.114799e+02
411	1.117641e+02
412	1.119702e+02
413	1.120139e+02
414	1.121363e+02
415	1.122539e+02
416	1.122964e+02
417	1.124496e+02
418	1.125834e+02
419	1.127882e+02
420	1.129571e+02
421	1.132072e+02
422	1.134107e+02
423	1.136375e+02
424	1.138323e+02
425	1.138742e+02
426	1.137466e+02
427	1.134718e+02
428	1.130699e+02
429	1.125425e+02
430	1.119226e+02
431	1.113348e+02
432	1.107721e+02
433	1.101943e+02
434	1.095816e+02
435	1.088595e+02
436	1.080676e+02
437	1.073759e+02
438	1.066863e+02
439	1.060518e+02
440	1.054156e+02
441	1.048484e+02
442	1.043789e+02
443	1.041285e+02
444	1.040057e+02
445	1.039682e+02
446	1.040040e+02
447	1.041572e+02
448	1.043130e+02
449	1.044770e+02
450	1.047208e+02
451	1.049753e+02
452	1.053390e+02
453	1.057110e+02
454	1.061774e+02
455	1.065403e+02
456	1.067945e+02
457	1.071488e+02
458	1.075642e+02
459	1.079110e+02
460	1.082691e+02
461	1.086651e+02
462	1.091139e+02
463	1.095561e+02
464	1.100461e+02
465	1.104532e+02
466	1.108818e+02
467	1.113232e+02
468	1.116878e+02
469	1.119466e+02
470	1.121550e+02
471	1.122945e+02
472	1.123965e+02
473	1.123084e+02
474	1.121745e+02
475	1.119853e+02
476	1.117328e+02
477	1.115393e+02
478	1.112771e+02
479	1.110457e+02
480	1.107815e+02
481	1.103807e+02
482	1.099213e+02
483	1.094710e+02
484	1.091529e+02
485	1.088456e+02
486	1.085483e+02
487	1.082795e+02
488	1.080543e+02
489	1.078879e+02
490	1.076796e+02
491	1.074874e+02
492	1.073098e+02
493	1.072415e+02
494	1.072084e+02
495	1.071667e+02
496	1.072169e+02
497	1.073822e+02
498	1.076223e+02
499	1.078826e+02
500	1.081759e+02
501	1.083986e+02
502	1.085872e+02
503	1.088509e+02
504	1.090840e+02
505	1.092704e+02
506	1.094844e+02
507	1.097196e+02
508	1.099686e+02
509	1.103240e+02
510	1.108419e+02
511	1.113293e+02
512	1.119335e+02
513	1.126263e+02
514	1.134352e+02
515	1.143398e+02
516	1.152478e+02
517	1.160143e+02
518	1.168040e+02
519	1.173834e+02
520	1.177931e+02
521	1.180475e+02
522	1.180894e+02
523	1.179731e+02
524	1.177014e+02
525	1.173572e+02
526	1.169933e+02
527	1.164835e+02
528	1.157816e+02
529	1.150136e+02
530	1.142016e+02
531	1.134806e+02
532	1.127500e+02
533	1.120301e+02
534	1.112837e+02
535	1.103911e+02
536	1.095584e+02
537	1.087865e+02
538	1.079821e+02
539	1.072409e+02
540	1.065536e+02
541	1.059657e+02
542	1.056438e+02
543	1.053225e+02
544	1.050893e+02
545	1.050123e+02
546	1.051389e+02
547	1.053396e+02
548	1.056124e+02
549	1.059454e+02
550	1.063350e+02
551	1.067377e+02
552	1.072307e+02
553	1.077784e+02
554	1.083463e+02
555	1.088412e+02
556	1.093149e+02
557	1.097574e+02
558	1.101049e+02
559	1.104814e+02
560	1.108117e+02
561	1.110553e+02
562	1.111963e+02
563	1.111621e+02
564	1.110859e+02
565	1.110053e+02
566	1.109430e+02
567	1.107649e+02
568	1.105735e+02
569	1.104716e+02
570	1.103368e+02
571	1.102431e+02
572	1.101955e+02
573	1.101246e+02
574	1.100204e+02
575	1.099871e+02
576	1.099434e+02
577	1.099197e+02
578	1.098950e+02
579	1.098747e+02
580	1.098596e+02
581	1.098791e+02
582	1.098738e+02
583	1.098429e+02
584	1.097117e+02
585	1.095803e+02
586	1.095193e+02
587	1.094077e+02
588	1.092777e+02
589	1.091215e+02
590	1.089489e+02
591	1.087813e+02
592	1.085945e+02
593	1.085007e+02
594	1.083843e+02
595	1.082140e+02
596	1.080446e+02
597	1.079404e+02
598	1.077799e+02
599	1.074918e+02
600	1.071786e+02
601	1.068772e+02
602	1.066307e+02
603	1.063481e+02
604	1.061024e+02
605	1.057375e+02
606	1.053593e+02
607	1.050072e+02
608	1.046969e+02
609	1.043842e+02
610	1.040853e+02
611	1.038628e+02
612	1.036354e+02
613	1.034106e+02
614	1.031102e+02
615	1.028048e+02
616	1.027053e+02
617	1.025844e+02
618	1.025455e+02
619	1.025723e+02
620	1.027389e+02
621	1.029755e+02
622	1.032653e+02
623	1.035116e+02
624	1.039218e+02
625	1.044143e+02
626	1.050201e+02
627	1.057748e+02
628	1.064618e+02
629	1.072088e+02
630	1.078967e+02
631	1.085774e+02
632	1.092964e+02
633	1.100332e+02
634	1.107445e+02
635	1.115175e+02
636	1.122186e+02
637	1.129167e+02
638	1.135671e+02
639	1.141730e+02
640	1.146449e+02
641	1.151175e+02
642	1.154633e+02
643	1.157264e+02
644	1.158186e+02
645	1.157367e+02
646	1.154358e+02
647	1.150011e+02
648	1.144576e+02
649	1.138120e+02
650	1.131422e+02
651	1.123953e+02
652	1.116034e+02
653	1.107573e+02
654	1.099596e+02
655	1.091196e+02
656	1.082471e+02
657	1.073765e+02
658	1.065366e+02
659	1.056603e+02
660	1.047978e+02
661	1.040920e+02
662	1.034813e+02
663	1.028832e+02
664	1.022363e+02
665	1.016730e+02
666	1.013027e+02
667	1.009894e+02
668	1.007960e+02
669	1.006724e+02
670	1.006071e+02
671	1.007186e+02
672	1.009830e+02
673	1.013264e+02
674	1.018211e+02
675	1.025246e+02
676	1.034597e+02
677	1.045888e+02
678	1.057569e+02
679	1.071049e+02
680	1.084534e+02
681	1.097446e+02
682	1.111012e+02
683	1.124410e+02
684	1.137442e+02
685	1.149616e+02
686	1.161582e+02
687	1.171449e+02
688	1.180373e+02
689	1.187383e+02
690	1.192254e+02
691	1.194753e+02
692	1.195002e+02
693	1.193063e+02
694	1.190635e+02
695	1.187321e+02
696	1.182419e+02
697	1.177820e+02
698	1.173201e+02
699	1.168772e+02
700	1.163906e+02
701	1.158819e+02
702	1.153722e+02
703	1.147837e+02
704	1.141684e+02
705	1.133886e+02
706	1.125191e+02
707	1.115776e+02
708	1.106132e+02
709	1.097572e+02
710	1.089326e+02
711	1.079525e+02
712	1.069484e+02
713	1.060527e+02
714	1.052026e+02
715	1.044669e+02
716	1.037273e+02
717	1.030548e+02
718	1.024452e+02
719	1.019545e+02
720	1.017339e+02
721	1.016758e+02
722	1.016894e+02
723	1.018608e+02
724	1.021876e+02
725	1.026829e+02
726	1.033450e+02
727	1.040886e+02
728	1.048720e+02
729	1.058215e+02
730	1.067884e+02
731	1.078592e+02
732	1.088687e+02
733	1.098095e+02
734	1.108121e+02
735	1.117241e+02
736	1.125508e+02
737	1.132511e+02
738	1.139413e+02
739	1.146619e+02
740	1.152953e+02
741	1.157930e+02
742	1.161757e+02
743	1.164467e+02
744	1.165449e+02
745	1.165798e+02
746	1.164763e+02
747	1.162879e+02
748	1.160165e+02
749	1.157190e+02
750	1.152936e+02
751	1.148735e+02
752	1.142996e+02
753	1.134958e+02
754	1.126193e+02
755	1.116586e+02
756	1.105974e+02
757	1.095616e+02
758	1.084291e+02
759	1.072892e+02
760	1.063112e+02
761	1.052442e+02
762	1.042509e+02
763	1.033237e+02
764	1.024515e+02
765	1.017145e+02
766	1.010991e+02
767	1.005563e+02
768	1.002643e+02
769	1.001001e+02
770	1.000556e+02
771	1.002214e+02
772	1.005910e+02
773	1.010584e+02
774	1.014804e+02
775	1.019711e+02
776	1.025695e+02
777	1.031746e+02
778	1.038651e+02
779	1.045841e+02
780	1.054435e+02
781	1.063485e+02
782	1.072577e+02
783	1.081233e+02
784	1.089876e+02
785	1.097513e+02
786	1.105511e+02
787	1.113569e+02
788	1.121271e+02
789	1.129396e+02
790	1.136337e+02
791	1.143173e+02
792	1.149679e+02
793	1.155682e+02
794	1.160384e+02
795	1.164516e+02
796	1.165383e+02
797	1.165011e+02
798	1.163320e+02
799	1.159445e+02
800	1.153398e+02
801	1.145371e+02
802	1.136048e+02
803	1.125880e+02
804	1.115574e+02
805	1.106073e+02
806	1.096793e+02
807	1.088028e+02
808	1.080053e+02
809	1.072408e+02
810	1.064349e+02
811	1.057663e+02
812	1.051224e+02
813	1.044876e+02
814	1.039653e+02
815	1.033080e+02
816	1.028116e+02
817	1.025215e+02
818	1.024234e+02
819	1.023838e+02
820	1.025380e+02
821	1.028380e+02
822	1.032810e+02
823	1.038370e+02
824	1.044502e+02
825	1.051337e+02
826	1.060889e+02
827	1.072531e+02
828	1.085073e+02
829	1.098346e+02
830	1.112406e+02
831	1.125550e+02
832	1.139651e+02
833	1.153059e+02
834	1.166520e+02
835	1.178531e+02
836	1.190075e+02
837	1.200323e+02
838	1.208124e+02
839	1.213818e+02
840	1.216345e+02
841	1.216771e+02
842	1.214240e+02
843	1.208108e+02
844	1.199798e+02
845	1.188828e+02
846	1.175919e+02
847	1.161909e+02
848	1.145864e+02
849	1.129111e+02
850	1.112131e+02
851	1.094653e+02
852	1.078504e+02
853	1.063430e+02
854	1.049086e+02
855	1.035770e+02
856	1.024355e+02
857	1.014073e+02
858	1.005438e+02
859	9.983904e+01
860	9.929511e+01
861	9.890141e+01
862	9.868401e+01
863	9.857106e+01
864	9.853822e+01
865	9.869902e+01
