# Step	Measurement
1	1.040023e+02
2	1.040770e+02
3	1.041565e+02
4	1.042061e+02
5	1.042497e+02
6	1.042797e+02
7	1.042953e+02
8	1.042980e+02
9	1.042957e+02
10	1.042756e+02
11	1.042553e+02
12	1.042282e+02
13	1.042005e+02
14	1.041733e+02
15	1.041441e+02
16	1.041205e+02
17	1.040993e+02
18	1.040660e+02
19	1.040253e+02
20	1.039820e+02
21	1.039476e+02
22	1.039062e+02
23	1.038572e+02
24	1.038138e+02
25	1.037604e+02
26	1.037033e+02
27	1.036290e+02
28	1.035453e+02
29	1.034387e+02
30	1.033242e+02
31	1.032011e+02
32	1.030762e+02
33	1.029379e+02
34	1.027950e+02
35	1.026311e+02
36	1.024823e+02
37	1.023288e+02
38	1.021669e+02
39	1.020100e+02
40	1.018690e+02
41	1.017255e+02
42	1.015614e+02
43	1.013950e+02
44	1.012273e+02
45	1.010490e+02
46	1.008774e+02
47	1.006900e+02
48	1.005120e+02
49	1.003406e+02
50	1.001688e+02
51	1.000047e+02
52	9.982850e+01
53	9.966827e+01
54	9.952302e+01
55	9.938759e+01
56	9.926555e+01
57	9.916758e+01
58	9.908029e+01
59	9.902031e+01
60	9.895532e+01
61	9.890904e+01
62	9.887534e+01
63	9.886085e+01
64	9.885375e+01
65	9.885803e+01
66	9.889981e+01
67	9.896224e+01
68	9.902469e+01
69	9.909845e+01
70	9.919472e+01
71	9.931471e+01
72	9.945242e+01
73	9.959491e+01
74	9.975496e+01
75	9.991230e+01
76	1.000730e+02
77	1.002309e+02
78	1.004218e+02
79	1.006453e+02
80	1.008734e+02
81	1.011013e+02
82	1.013409e+02
83	1.015884e+02
84	1.018281e+02
85	1.020687e+02
86	1.022968e+02
87	1.025168e+02
88	1.027349e+02
89	1.029339e+02
90	1.031265e+02
91	1.033094e+02
92	1.034861e+02
93	1.036443e+02
94	1.037988e+02
95	1.039293e+02
96	1.040528e+02
97	1.041896e+02
98	1.043272e+02
99	1.044791e+02
100	1.046099e+02
101	1.047243e+02
102	1.048301e+02
103	1.049255e+02
104	1.050061e+02
105	1.050884e+02
106	1.051702e+02
107	1.052495e+02
108	1.053168e+02
109	1.053661e+02
110	1.054192e+02
111	1.054725e+02
112	1.055125e+02
113	1.055441e+02
114	1.055623e+02
115	1.055778e+02
116	1.056059e+02
117	1.056326e+02
118	1.056555e+02
119	1.056683e+02
120	1.056826e+02
121	1.057023e+02
122	1.057282e+02
123	1.057574e+02
124	1.057890e+02
125	1.058269e+02
126	1.058730e+02
127	1.059321e+02
128	1.060072e+02
129	1.060618e+02
130	1.061285e+02
131	1.062042e+02
132	1.062918e+02
133	1.063632e+02
134	1.064311e+02
135	1.064733e+02
136	1.065270e+02
137	1.065652e+02
138	1.066084e+02
139	1.066532e+02
140	1.066955e+02
141	1.067569e+02
142	1.068285e+02
143	1.069087e+02
144	1.069954e+02
145	1.070697e+02
146	1.071450e+02
147	1.072267e+02
148	1.073135e+02
149	1.074026e+02
150	1.074790e+02
151	1.075483e+02
152	1.076186e+02
153	1.077011e+02
154	1.077827e+02
155	1.078595e+02
156	1.079183e+02
157	1.079812e+02
158	1.080279e+02
159	1.080783e+02
160	1.081273e+02
161	1.081780e+02
162	1.082303e+02
163	1.082925e+02
164	1.083493e+02
165	1.084100e+02
166	1.084753e+02
167	1.085451e+02
168	1.086234e+02
169	1.087056e+02
170	1.087637e+02
171	1.088219e+02
172	1.088613e+02
173	1.088915e+02
174	1.089098e+02
175	1.089054e+02
176	1.088901e+02
177	1.088643e+02
178	1.088229e+02
179	1.087577e+02
180	1.086844e+02
181	1.086211e+02
182	1.085601e+02
183	1.084938e+02
184	1.084290e+02
185	1.083814e+02
186	1.083238e+02
187	1.082618e+02
188	1.081845e+02
189	1.081016e+02
190	1.080117e+02
191	1.079064e+02
192	1.077926e+02
193	1.076688e+02
194	1.075242e+02
195	1.073798e+02
196	1.072134e+02
197	1.070447e+02
198	1.068634e+02
199	1.066805e+02
200	1.064945e+02
201	1.063026e+02
202	1.061220e+02
203	1.059368e+02
204	1.057534e+02
205	1.055835e+02
206	1.054130e+02
207	1.052440e+02
208	1.050699e+02
209	1.049102e+02
210	1.047656e+02
211	1.046292e+02
212	1.045019e+02
213	1.043966e+02
214	1.042784e+02
215	1.041709e+02
216	1.040785e+02
217	1.039946e+02
218	1.038965e+02
219	1.037912e+02
220	1.036770e+02
221	1.035533e+02
222	1.034276e+02
223	1.033014e+02
224	1.031671e+02
225	1.030422e+02
226	1.029214e+02
227	1.027757e+02
228	1.026353e+02
229	1.024968e+02
230	1.023646e+02
231	1.022411e+02
232	1.021391e+02
233	1.020288e+02
234	1.019359e+02
235	1.018522e+02
236	1.017782e+02
237	1.017003e+02
238	1.016156e+02
239	1.015284e+02
240	1.014460e+02
241	1.013562e+02
242	1.012506e+02
243	1.011334e+02
244	1.010171e+02
245	1.009204e+02
246	1.008400e+02
247	1.007587e+02
248	1.006820e+02
249	1.006013e+02
250	1.005166e+02
251	1.004340e+02
252	1.003663e+02
253	1.003092e+02
254	1.002501e+02
255	1.002066e+02
256	1.001741e+02
257	1.001643e+02
258	1.001536e+02
259	1.001125e+02
260	1.000590e+02
261	9.999945e+01
262	9.994697e+01
263	9.987725e+01
264	9.979901e+01
265	9.971747e+01
266	9.963283e+01
267	9.954314e+01
268	9.945522e+01
269	9.936981e+01
270	9.929529e+01
271	9.921888e+01
272	9.914264e+01
273	9.908327e+01
274	9.903392e+01
275	9.899508e+01
276	9.896947e+01
277	9.896417e+01
278	9.895360e+01
279	9.893123e+01
280	9.890244e+01
281	9.886741e+01
282	9.882986e+01
283	9.877284e+01
284	9.869366e+01
285	9.859850e+01
286	9.849244e+01
287	9.839221e+01
288	9.831699e+01
289	9.824057e+01
290	9.816711e+01
291	9.812050e+01
292	9.808751e+01
293	9.807571e+01
294	9.808046e+01
295	9.809562e+01
296	9.810777e+01
297	9.813884e+01
298	9.818170e+01
299	9.822826e+01
300	9.829208e+01
301	9.837218e+01
302	9.843723e+01
303	9.849302e+01
304	9.855570e+01
305	9.862158e+01
306	9.867239e+01
307	9.871743e+01
308	9.875715e+01
309	9.881244e+01
310	9.888034e+01
311	9.895892e+01
312	9.905095e+01
313	9.914642e+01
314	9.924390e+01
315	9.937030e+01
316	9.950237e+01
317	9.965507e+01
318	9.980645e+01
319	9.996152e+01
320	1.001371e+02
321	1.003160e+02
322	1.004999e+02
323	1.006941e+02
324	1.008873e+02
325	1.010930e+02
326	1.012825e+02
327	1.014760e+02
328	1.016794e+02
329	1.018783e+02
330	1.020767e+02
331	1.022663e+02
332	1.024537e+02
333	1.026372e+02
334	1.028166e+02
335	1.029815e+02
336	1.031551e+02
337	1.033254e+02
338	1.034927e+02
339	1.036535e+02
340	1.038180e+02
341	1.040001e+02
342	1.041733e+02
343	1.043473e+02
344	1.045272e+02
345	1.046903e+02
346	1.048434e+02
347	1.049724e+02
348	1.050908e+02
349	1.051857e+02
350	1.052536e+02
351	1.053086e+02
352	1.053375e+02
353	1.053551e+02
354	1.053561e+02
355	1.053495e+02
356	1.053405e+02
357	1.053416e+02
358	1.053245e+02
359	1.053066e+02
360	1.052890e+02
361	1.052773e+02
362	1.052555e+02
363	1.052338e+02
364	1.051913e+02
365	1.051583e+02
366	1.051176e+02
367	1.050459e+02
368	1.049584e+02
369	1.048544e+02
370	1.047356e+02
371	1.045964e+02
372	1.044549e+02
373	1.043178e+02
374	1.041937e+02
375	1.040783e+02
376	1.039783e+02
377	1.038687e+02
378	1.037870e+02
379	1.037283e+02
380	1.037076e+02
381	1.036880e+02
382	1.036908e+02
383	1.036884e+02
384	1.036776e+02
385	1.036588e+02
386	1.036429e+02
387	1.036247e+02
388	1.036174e+02
389	1.036209e+02
390	1.036098e+02
391	1.036029e+02
392	1.035987e+02
393	1.035849e+02
394	1.035556e+02
395	1.035242e+02
396	1.034792e+02
397	1.034136e+02
398	1.033352e+02
399	1.032710e+02
400	1.032012e+02
401	1.031230e+02
402	1.030474e+02
403	1.029656e+02
404	1.029039e+02
405	1.028330e+02
406	1.027684e+02
407	1.026893e+02
408	1.026073e+02
409	1.025049e+02
410	1.023915e+02
411	1.022614e+02
412	1.021118e+02
413	1.019348e+02
414	1.017436e+02
415	1.015340e+02
416	1.013104e+02
417	1.010591e+02
418	1.008030e+02
419	1.005278e+02
420	1.002482e+02
421	9.996703e+01
422	9.966824e+01
423	9.938122e+01
424	9.908734e+01
425	9.880087e+01
426	9.851957e+01
427	9.825866e+01
428	9.802067e+01
429	9.780161e+01
430	9.759880e+01
431	9.740614e+01
432	9.719378e+01
433	9.698583e+01
434	9.677570e+01
435	9.656749e+01
436	9.636414e+01
437	9.616818e+01
438	9.597000e+01
439	9.577439e+01
440	9.558053e+01
441	9.538631e+01
442	9.521416e+01
443	9.506168e+01
444	9.491415e+01
445	9.477867e+01
446	9.467646e+01
447	9.460142e+01
448	9.456551e+01
449	9.453404e+01
450	9.451084e+01
451	9.450767e+01
452	9.451200e+01
453	9.452240e+01
454	9.452053e+01
455	9.450807e+01
456	9.451361e+01
457	9.452503e+01
458	9.455969e+01
459	9.460365e+01
460	9.466227e+01
461	9.476168e+01
462	9.488725e+01
463	9.502594e+01
464	9.518956e+01
465	9.538742e+01
466	9.560946e+01
467	9.584654e+01
468	9.610275e+01
469	9.637745e+01
470	9.665754e+01
471	9.694093e+01
472	9.722042e+01
473	9.749358e+01
474	9.775287e+01
475	9.798005e+01
476	9.820770e+01
477	9.841726e+01
478	9.863148e+01
479	9.884057e+01
480	9.905228e+01
481	9.926392e+01
482	9.949151e+01
483	9.973370e+01
484	9.999761e+01
485	1.002611e+02
486	1.005260e+02
487	1.007883e+02
488	1.010376e+02
489	1.012733e+02
490	1.014944e+02
491	1.017254e+02
492	1.019595e+02
493	1.021790e+02
494	1.023821e+02
495	1.025699e+02
496	1.027434e+02
497	1.028932e+02
498	1.030140e+02
499	1.031240e+02
500	1.032068e+02
501	1.032927e+02
502	1.033786e+02
503	1.034752e+02
504	1.035801e+02
505	1.036785e+02
506	1.037864e+02
507	1.038865e+02
508	1.039995e+02
509	1.041209e+02
510	1.042374e+02
511	1.043842e+02
512	1.045284e+02
513	1.046709e+02
514	1.048311e+02
515	1.049760e+02
516	1.051055e+02
517	1.052263e+02
518	1.053285e+02
519	1.054159e+02
520	1.054982e+02
521	1.055679e+02
522	1.056409e+02
523	1.057176e+02
524	1.057987e+02
525	1.058785e+02
526	1.059837e+02
527	1.060881e+02
528	1.062131e+02
529	1.063603e+02
530	1.065212e+02
531	1.066979e+02
532	1.068840e+02
533	1.070785e+02
534	1.072673e+02
535	1.074510e+02
536	1.076341e+02
537	1.078059e+02
538	1.079551e+02
539	1.080959e+02
540	1.082093e+02
541	1.083010e+02
542	1.083886e+02
543	1.084687e+02
544	1.085327e+02
545	1.086084e+02
546	1.086970e+02
547	1.088008e+02
548	1.088933e+02
549	1.090008e+02
550	1.091039e+02
551	1.091989e+02
552	1.092890e+02
553	1.094007e+02
554	1.095087e+02
555	1.096137e+02
556	1.097022e+02
557	1.097652e+02
558	1.098013e+02
559	1.098057e+02
560	1.097714e+02
561	1.097059e+02
562	1.096296e+02
563	1.095498e+02
564	1.094506e+02
565	1.093578e+02
566	1.092562e+02
567	1.091421e+02
568	1.090247e+02
569	1.089026e+02
570	1.087673e+02
571	1.086173e+02
572	1.084378e+02
573	1.082533e+02
574	1.080673e+02
575	1.078502e+02
576	1.076215e+02
577	1.073938e+02
578	1.071555e+02
579	1.069250e+02
580	1.067062e+02
581	1.064849e+02
582	1.062592e+02
583	1.060328e+02
584	1.057739e+02
585	1.055144e+02
586	1.052640e+02
587	1.050043e+02
588	1.047519e+02
589	1.044954e+02
590	1.042341e+02
591	1.039625e+02
592	1.036932e+02
593	1.034355e+02
594	1.031754e+02
595	1.029334e+02
596	1.027026e+02
597	1.024860e+02
598	1.022738e+02
599	1.020675e+02
600	1.018740e+02
601	1.017092e+02
602	1.015444e+02
603	1.013936e+02
604	1.012424e+02
605	1.010984e+02
606	1.009507e+02
607	1.008023e+02
608	1.006682e+02
609	1.005477e+02
610	1.004485e+02
611	1.003565e+02
612	1.002659e+02
613	1.001988e+02
614	1.001352e+02
615	1.000665e+02
616	1.000217e+02
617	9.999329e+01
618	9.998313e+01
619	9.998341e+01
620	9.998885e+01
621	1.000015e+02
622	1.000195e+02
623	1.000452e+02
624	1.000663e+02
625	1.000767e+02
626	1.000870e+02
627	1.001088e+02
628	1.001385e+02
629	1.001743e+02
630	1.002080e+02
631	1.002373e+02
632	1.002706e+02
633	1.003150e+02
634	1.003677e+02
635	1.004257e+02
636	1.004924e+02
637	1.005676e+02
638	1.006552e+02
639	1.007210e+02
640	1.007960e+02
641	1.008802e+02
642	1.009734e+02
643	1.010545e+02
644	1.011388e+02
645	1.012037e+02
646	1.012458e+02
647	1.012672e+02
648	1.012570e+02
649	1.012449e+02
650	1.012208e+02
651	1.011801e+02
652	1.011550e+02
653	1.011413e+02
654	1.011356e+02
655	1.011479e+02
656	1.011598e+02
657	1.011703e+02
658	1.011787e+02
659	1.011913e+02
660	1.012112e+02
661	1.012513e+02
662	1.012874e+02
663	1.013027e+02
664	1.013232e+02
665	1.013347e+02
666	1.013360e+02
667	1.013271e+02
668	1.013008e+02
669	1.012721e+02
670	1.012419e+02
671	1.012091e+02
672	1.011732e+02
673	1.011239e+02
674	1.010910e+02
675	1.010685e+02
676	1.010675e+02
677	1.010778e+02
678	1.011182e+02
679	1.011551e+02
680	1.012146e+02
681	1.012816e+02
682	1.013718e+02
683	1.014714e+02
684	1.015699e+02
685	1.016664e+02
686	1.017629e+02
687	1.018474e+02
688	1.019156e+02
689	1.019904e+02
690	1.020635e+02
691	1.021250e+02
692	1.021998e+02
693	1.022841e+02
694	1.023691e+02
695	1.024643e+02
696	1.025606e+02
697	1.026538e+02
698	1.027499e+02
699	1.028631e+02
700	1.029766e+02
701	1.030965e+02
702	1.032137e+02
703	1.033458e+02
704	1.034872e+02
705	1.036325e+02
706	1.037784e+02
707	1.039207e+02
708	1.040618e+02
709	1.042069e+02
710	1.043401e+02
711	1.044588e+02
712	1.045730e+02
713	1.046668e+02
714	1.047440e+02
715	1.048065e+02
716	1.048546e+02
717	1.048793e+02
718	1.048937e+02
719	1.048998e+02
720	1.048831e+02
721	1.048652e+02
722	1.048544e+02
723	1.048552e+02
724	1.048847e+02
725	1.049173e+02
726	1.049585e+02
727	1.050106e+02
728	1.050826e+02
729	1.051445e+02
730	1.051920e+02
731	1.052352e+02
732	1.052637e+02
733	1.052825e+02
734	1.052780e+02
735	1.052417e+02
736	1.051828e+02
737	1.051047e+02
738	1.049962e+02
739	1.048763e+02
740	1.047495e+02
741	1.046298e+02
742	1.045289e+02
743	1.044428e+02
744	1.043931e+02
745	1.043631e+02
746	1.043617e+02
747	1.043764e+02
748	1.043944e+02
749	1.044225e+02
750	1.044454e+02
751	1.044692e+02
752	1.045123e+02
753	1.045396e+02
754	1.045690e+02
755	1.045846e+02
756	1.045858e+02
757	1.045628e+02
758	1.045268e+02
759	1.044724e+02
760	1.044196e+02
761	1.043826e+02
762	1.043527e+02
763	1.043419e+02
764	1.043535e+02
765	1.043836e+02
766	1.044427e+02
767	1.045068e+02
768	1.045759e+02
769	1.046558e+02
770	1.047263e+02
771	1.047864e+02
772	1.048328e+02
773	1.048787e+02
774	1.048969e+02
775	1.048973e+02
776	1.048736e+02
777	1.048530e+02
778	1.048275e+02
779	1.047896e+02
780	1.047360e+02
781	1.046826e+02
782	1.046275e+02
783	1.045854e+02
784	1.045518e+02
785	1.045347e+02
786	1.045282e+02
787	1.045323e+02
788	1.045347e+02
789	1.045452e+02
790	1.045497e+02
791	1.045648e+02
792	1.045671e+02
793	1.045351e+02
794	1.044761e+02
795	1.043965e+02
796	1.042949e+02
797	1.041733e+02
798	1.040365e+02
799	1.038939e+02
800	1.037487e+02
801	1.036114e+02
802	1.034879e+02
803	1.033719e+02
804	1.032745e+02
805	1.031887e+02
806	1.031260e+02
807	1.030749e+02
808	1.030298e+02
809	1.029850e+02
810	1.029527e+02
811	1.029143e+02
812	1.028779e+02
813	1.028336e+02
814	1.027810e+02
815	1.027316e+02
816	1.026632e+02
817	1.025856e+02
818	1.025298e+02
819	1.024755e+02
820	1.024069e+02
821	1.023210e+02
822	1.022404e+02
823	1.021646e+02
824	1.020969e+02
825	1.020379e+02
826	1.019783e+02
827	1.019232e+02
828	1.018638e+02
829	1.018261e+02
830	1.018138e+02
831	1.017958e+02
832	1.017849e+02
833	1.017813e+02
834	1.017685e+02
835	1.017535e+02
836	1.017459e+02
837	1.017358e+02
838	1.017198e+02
839	1.016993e+02
840	1.016812e+02
841	1.016619e+02
842	1.016482e+02
843	1.016320e+02
844	1.016007e+02
845	1.015731e+02
846	1.015429e+02
847	1.015217e+02
848	1.015184e+02
