# Step	Measurement
1	1.069380e+02
2	1.069740e+02
3	1.070216e+02
4	1.070713e+02
5	1.071367e+02
6	1.071998e+02
7	1.072596e+02
8	1.073174e+02
9	1.073774e+02
10	1.074389e+02
11	1.074991e+02
12	1.075540e+02
13	1.076220e+02
14	1.077068e+02
15	1.077655e+02
16	1.078188e+02
17	1.078645e+02
18	1.079090e+02
19	1.079442e+02
20	1.079657e+02
21	1.079645e+02
22	1.079507e+02
23	1.079404e+02
24	1.079328e+02
25	1.079198e+02
26	1.079152e+02
27	1.079284e+02
28	1.079330e+02
29	1.079495e+02
30	1.079646e+02
31	1.079944e+02
32	1.080242e+02
33	1.080430e+02
34	1.080511e+02
35	1.080622e+02
36	1.080646e+02
37	1.080647e+02
38	1.080603e+02
39	1.080558e+02
40	1.080262e+02
41	1.079909e+02
42	1.079573e+02
43	1.079320e+02
44	1.079246e+02
45	1.079048e+02
46	1.078883e+02
47	1.078802e+02
48	1.078808e+02
49	1.078720e+02
50	1.078556e+02
51	1.078401e+02
52	1.078274e+02
53	1.078101e+02
54	1.077882e+02
55	1.077600e+02
56	1.077327e+02
57	1.077002e+02
58	1.076862e+02
59	1.076543e+02
60	1.076208e+02
61	1.075634e+02
62	1.075034e+02
63	1.074542e+02
64	1.073956e+02
65	1.073420e+02
66	1.072737e+02
67	1.072056e+02
68	1.071519e+02
69	1.071045e+02
70	1.070601e+02
71	1.070255e+02
72	1.069789e+02
73	1.069461e+02
74	1.069118e+02
75	1.068613e+02
76	1.068101e+02
77	1.067567e+02
78	1.066980e+02
79	1.066438e+02
80	1.065944e+02
81	1.065614e+02
82	1.065367e+02
83	1.065171e+02
84	1.064997e+02
85	1.064914e+02
86	1.064964e+02
87	1.065149e+02
88	1.065468e+02
89	1.065931e+02
90	1.066527e+02
91	1.067217e+02
92	1.068033e+02
93	1.068979e+02
94	1.069927e+02
95	1.070926e+02
96	1.071900e+02
97	1.072810e+02
98	1.073778e+02
99	1.074682e+02
100	1.075555e+02
101	1.076529e+02
102	1.077427e+02
103	1.078400e+02
104	1.079383e+02
105	1.080479e+02
106	1.081735e+02
107	1.083001e+02
108	1.084209e+02
109	1.085399e+02
110	1.086819e+02
111	1.088229e+02
112	1.089748e+02
113	1.091187e+02
114	1.092498e+02
115	1.093735e+02
116	1.094915e+02
117	1.095771e+02
118	1.096482e+02
119	1.097140e+02
120	1.097740e+02
121	1.098160e+02
122	1.098457e+02
123	1.098857e+02
124	1.099134e+02
125	1.099432e+02
126	1.099659e+02
127	1.099857e+02
128	1.099959e+02
129	1.100027e+02
130	1.100148e+02
131	1.100419e+02
132	1.100844e+02
133	1.101449e+02
134	1.102182e+02
135	1.102970e+02
136	1.103766e+02
137	1.104598e+02
138	1.105399e+02
139	1.106210e+02
140	1.106879e+02
141	1.107449e+02
142	1.108019e+02
143	1.108415e+02
144	1.108678e+02
145	1.108820e+02
146	1.108759e+02
147	1.108623e+02
148	1.108595e+02
149	1.108596e+02
150	1.108586e+02
151	1.108607e+02
152	1.108643e+02
153	1.108825e+02
154	1.108919e+02
155	1.109152e+02
156	1.109423e+02
157	1.109760e+02
158	1.110094e+02
159	1.110530e+02
160	1.110923e+02
161	1.111257e+02
162	1.111428e+02
163	1.111698e+02
164	1.111855e+02
165	1.111881e+02
166	1.111781e+02
167	1.111742e+02
168	1.111668e+02
169	1.111506e+02
170	1.111389e+02
171	1.111224e+02
172	1.111250e+02
173	1.111473e+02
174	1.111973e+02
175	1.112480e+02
176	1.113080e+02
177	1.113617e+02
178	1.114409e+02
179	1.115218e+02
180	1.116019e+02
181	1.116883e+02
182	1.117551e+02
183	1.118056e+02
184	1.118413e+02
185	1.118724e+02
186	1.118940e+02
187	1.119072e+02
188	1.119097e+02
189	1.119097e+02
190	1.119097e+02
191	1.119204e+02
