# Step	Measurement
1	1.082697e+02
2	1.086005e+02
3	1.089450e+02
4	1.092266e+02
5	1.095871e+02
6	1.098841e+02
7	1.100211e+02
8	1.101369e+02
9	1.102118e+02
10	1.102744e+02
11	1.103397e+02
12	1.102804e+02
13	1.102991e+02
14	1.102290e+02
15	1.101834e+02
16	1.101979e+02
17	1.102149e+02
18	1.101585e+02
19	1.100276e+02
20	1.097374e+02
21	1.094516e+02
22	1.092362e+02
23	1.090857e+02
24	1.090248e+02
25	1.090558e+02
26	1.091856e+02
27	1.093042e+02
28	1.094388e+02
29	1.094879e+02
30	1.095753e+02
31	1.096128e+02
32	1.096099e+02
33	1.096188e+02
34	1.095647e+02
35	1.096030e+02
36	1.097069e+02
37	1.099226e+02
38	1.100055e+02
39	1.101061e+02
40	1.101398e+02
41	1.102095e+02
42	1.102495e+02
43	1.102712e+02
44	1.102925e+02
45	1.102625e+02
46	1.101956e+02
47	1.100559e+02
48	1.099045e+02
49	1.097952e+02
50	1.097558e+02
51	1.097875e+02
52	1.099003e+02
53	1.100260e+02
54	1.101023e+02
55	1.101724e+02
56	1.103333e+02
57	1.104569e+02
58	1.105691e+02
59	1.106878e+02
60	1.107991e+02
61	1.109091e+02
62	1.109503e+02
63	1.109082e+02
64	1.107611e+02
65	1.106100e+02
66	1.103257e+02
67	1.100173e+02
68	1.095984e+02
69	1.090742e+02
70	1.085401e+02
71	1.080123e+02
72	1.075347e+02
73	1.071296e+02
74	1.066851e+02
75	1.061881e+02
76	1.057230e+02
77	1.052799e+02
78	1.049141e+02
79	1.046518e+02
80	1.043913e+02
81	1.041700e+02
82	1.040026e+02
83	1.038779e+02
84	1.038775e+02
85	1.040421e+02
86	1.043886e+02
87	1.048005e+02
88	1.052455e+02
89	1.057309e+02
90	1.063071e+02
91	1.069738e+02
92	1.077031e+02
93	1.083705e+02
94	1.090386e+02
95	1.098103e+02
96	1.106302e+02
97	1.114410e+02
98	1.122803e+02
99	1.131309e+02
100	1.140044e+02
101	1.147436e+02
102	1.154586e+02
103	1.160673e+02
104	1.166378e+02
105	1.171696e+02
106	1.176363e+02
107	1.180753e+02
108	1.183975e+02
109	1.185675e+02
110	1.186477e+02
111	1.185263e+02
112	1.183656e+02
113	1.180350e+02
114	1.175182e+02
115	1.167480e+02
116	1.158072e+02
117	1.147694e+02
118	1.136700e+02
119	1.124654e+02
120	1.112860e+02
121	1.102108e+02
122	1.092501e+02
123	1.082389e+02
124	1.072712e+02
125	1.063558e+02
126	1.055713e+02
127	1.047526e+02
128	1.040334e+02
129	1.034247e+02
130	1.029539e+02
131	1.026192e+02
132	1.024537e+02
133	1.024215e+02
134	1.024212e+02
135	1.025661e+02
