# Fourier Transform results
# Frequency (cm^-1)    FFT_Amplitude
0.000000e+00 5.494072e+05
1.332266e+01 2.659787e+03
2.664533e+01 1.690701e+03
3.996799e+01 5.603623e+02
5.329066e+01 7.306229e+02
6.661332e+01 1.583307e+03
7.993599e+01 2.266969e+03
9.325865e+01 2.701394e+03
1.065813e+02 2.438831e+03
1.199040e+02 1.284688e+03
1.332266e+02 2.018238e+03
1.465493e+02 6.996923e+02
1.598720e+02 1.812245e+03
1.731946e+02 1.738723e+03
1.865173e+02 2.112978e+03
1.998400e+02 2.491429e+02
2.131626e+02 9.331467e+02
2.264853e+02 3.019563e+03
2.398080e+02 1.840914e+03
2.531306e+02 2.063498e+02
2.664533e+02 1.443126e+03
2.797760e+02 1.638540e+03
2.930986e+02 1.619062e+03
3.064213e+02 8.503239e+02
3.197439e+02 4.991605e+02
3.330666e+02 1.173609e+03
3.463893e+02 1.015619e+03
3.597119e+02 7.783775e+02
3.730346e+02 2.020412e+03
3.863573e+02 2.250866e+03
3.996799e+02 1.579719e+03
4.130026e+02 8.015204e+02
4.263253e+02 5.338417e+02
4.396479e+02 9.641651e+02
4.529706e+02 7.627724e+02
4.662933e+02 9.373524e+02
4.796159e+02 1.389514e+03
4.929386e+02 7.673302e+02
5.062613e+02 1.029501e+03
5.195839e+02 2.672600e+03
5.329066e+02 9.695180e+02
5.462292e+02 6.971384e+02
5.595519e+02 1.441600e+03
5.728746e+02 1.494950e+03
5.861972e+02 1.442485e+03
5.995199e+02 2.271520e+03
6.128426e+02 1.306888e+03
6.261652e+02 1.754766e+03
6.394879e+02 2.225255e+03
6.528106e+02 6.952144e+02
6.661332e+02 3.259861e+03
6.794559e+02 3.175241e+03
6.927786e+02 2.405765e+03
7.061012e+02 6.342207e+02
7.194239e+02 4.525178e+02
7.327465e+02 1.980017e+03
7.460692e+02 8.140361e+02
7.593919e+02 1.820840e+02
7.727145e+02 1.681051e+03
7.860372e+02 1.599298e+03
7.993599e+02 2.303547e+03
8.126825e+02 3.031498e+03
8.260052e+02 4.032961e+03
8.393279e+02 2.471835e+03
8.526505e+02 2.388992e+03
8.659732e+02 1.198733e+03
8.792959e+02 1.786846e+03
8.926185e+02 1.234950e+03
9.059412e+02 2.357022e+03
9.192639e+02 1.900174e+03
9.325865e+02 1.351086e+03
9.459092e+02 4.629449e+02
9.592318e+02 4.447214e+02
9.725545e+02 1.695718e+03
9.858772e+02 7.580232e+01
9.991998e+02 1.169351e+03
1.012523e+03 1.482119e+03
1.025845e+03 6.937871e+02
1.039168e+03 1.741987e+02
1.052490e+03 8.799032e+02
1.065813e+03 1.615532e+03
1.079136e+03 3.282379e+02
1.092458e+03 6.978146e+02
1.105781e+03 3.540962e+02
1.119104e+03 9.338668e+02
1.132426e+03 2.477524e+02
1.145749e+03 3.970384e+02
1.159072e+03 3.314481e+02
1.172394e+03 6.585995e+02
1.185717e+03 6.000343e+02
1.199040e+03 4.832868e+02
1.212362e+03 1.627209e+03
1.225685e+03 1.846199e+03
1.239008e+03 2.954143e+03
1.252330e+03 1.813934e+03
1.265653e+03 5.414594e+03
1.278976e+03 2.045457e+03
1.292298e+03 1.102962e+03
1.305621e+03 1.660954e+03
1.318944e+03 1.518837e+03
1.332266e+03 1.358576e+03
1.345589e+03 1.439315e+03
1.358912e+03 4.444411e+02
1.372234e+03 1.365087e+03
1.385557e+03 5.779025e+02
1.398880e+03 9.502704e+02
1.412202e+03 1.318212e+03
1.425525e+03 9.526921e+02
1.438848e+03 1.591745e+03
1.452170e+03 8.250484e+02
1.465493e+03 7.714457e+02
1.478816e+03 1.894698e+02
1.492138e+03 4.950755e+02
1.505461e+03 6.243328e+01
1.518784e+03 2.114691e+02
1.532106e+03 3.872686e+02
1.545429e+03 5.239150e+02
1.558752e+03 4.367996e+02
1.572074e+03 9.721974e+01
1.585397e+03 5.828996e+02
1.598720e+03 1.528216e+02
1.612042e+03 1.932299e+02
1.625365e+03 4.336631e+02
1.638688e+03 5.467064e+02
1.652010e+03 1.947410e+02
1.665333e+03 4.434415e+02
1.678656e+03 2.287806e+02
1.691978e+03 1.157189e+02
1.705301e+03 3.717456e+02
1.718624e+03 2.271963e+02
1.731946e+03 3.439519e+02
1.745269e+03 1.340919e+02
1.758592e+03 1.687558e+02
1.771914e+03 4.290983e+02
1.785237e+03 1.429267e+02
1.798560e+03 1.700746e+02
1.811882e+03 2.755868e+02
1.825205e+03 2.895785e+02
1.838528e+03 3.207962e+02
1.851850e+03 9.291101e+01
